REF_AREA,Reference area,Pollutant,Measure,Unit of measure,TIME_PERIOD,OBS_VALUE,Frequency of observation
CR04,Brunca,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,1.6,Annual
CR04,Brunca,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,10.1,Annual
CR05,Huetar Caribbean,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,7.8,Annual
CR05,Huetar Caribbean,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,2.1,Annual
CR05,Huetar Caribbean,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,12.4,Annual
CR06,North Huetar,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,6.6,Annual
CR06,North Huetar,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,2.1,Annual
CR06,North Huetar,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,10.0,Annual
CZ01,Prague,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,14.9,Annual
CZ01,Prague,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,12.4,Annual
CZ01,Prague,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,21.9,Annual
CZ02,Central Bohemian Region,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,13.9,Annual
CZ02,Central Bohemian Region,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,10.6,Annual
CZ02,Central Bohemian Region,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,20.5,Annual
CZ03,Southwest,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.0,Annual
CZ03,Southwest,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,5.6,Annual
CZ03,Southwest,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,16.4,Annual
CZ04,Northwest,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.9,Annual
CZ04,Northwest,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.0,Annual
CZ04,Northwest,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,17.5,Annual
CZ05,Northeast,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,12.2,Annual
CZ05,Northeast,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,7.1,Annual
CZ05,Northeast,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,18.1,Annual
CZ06,Southeast,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.8,Annual
CZ06,Southeast,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,6.2,Annual
CZ06,Southeast,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,17.6,Annual
CZ07,Central Moravia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,12.2,Annual
CZ07,Central Moravia,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,6.3,Annual
CZ07,Central Moravia,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,18.1,Annual
CZ08,Moravia-Silesia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,16.4,Annual
CZ08,Moravia-Silesia,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,10.6,Annual
CZ08,Moravia-Silesia,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,24.1,Annual
DE1,Baden-Württemberg,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.7,Annual
DE1,Baden-Württemberg,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.4,Annual
DE1,Baden-Württemberg,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,17.6,Annual
DE2,Bavaria,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.3,Annual
DE2,Bavaria,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,7.7,Annual
DE2,Bavaria,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,16.8,Annual
DE3,Berlin,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,12.5,Annual
DE3,Berlin,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.2,Annual
DE3,Berlin,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,18.5,Annual
DE4,Brandenburg,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.9,Annual
DE4,Brandenburg,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.7,Annual
DE4,Brandenburg,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,17.8,Annual
DE5,Bremen,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.2,Annual
DE5,Bremen,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,8.6,Annual
DE5,Bremen,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,17.1,Annual
DE6,Hamburg,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.8,Annual
DE6,Hamburg,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,12.6,Annual
DE6,Hamburg,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,17.8,Annual
DE7,Hesse,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.7,Annual
DE7,Hesse,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,10.8,Annual
DE7,Hesse,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,17.5,Annual
DE8,Mecklenburg-Vorpommern,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.9,Annual
DE8,Mecklenburg-Vorpommern,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,4.9,Annual
DE8,Mecklenburg-Vorpommern,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,15.3,Annual
DE9,Lower Saxony,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.2,Annual
DE9,Lower Saxony,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,8.3,Annual
DE9,Lower Saxony,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,16.9,Annual
DEA,North Rhine-Westphalia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,12.4,Annual
DEA,North Rhine-Westphalia,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,14.9,Annual
DEA,North Rhine-Westphalia,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,18.6,Annual
DEB,Rhineland-Palatinate,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.3,Annual
DEB,Rhineland-Palatinate,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,10.1,Annual
DEB,Rhineland-Palatinate,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,16.8,Annual
DEC,Saarland,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,10.7,Annual
DEC,Saarland,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,8.8,Annual
DEC,Saarland,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,16.0,Annual
DED,Saxony,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.3,Annual
DED,Saxony,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,7.7,Annual
DED,Saxony,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,16.8,Annual
DEE,Saxony-Anhalt,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,10.8,Annual
DEE,Saxony-Anhalt,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,6.8,Annual
DEE,Saxony-Anhalt,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,16.2,Annual
DEF,Schleswig-Holstein,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,10.8,Annual
DEF,Schleswig-Holstein,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,8.9,Annual
DEF,Schleswig-Holstein,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,16.7,Annual
DEG,Thuringia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,10.5,Annual
DEG,Thuringia,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,6.3,Annual
DEG,Thuringia,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,15.6,Annual
DK01,Capital region,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.5,Annual
DK01,Capital region,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,6.7,Annual
DK01,Capital region,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,14.8,Annual
DK02,Zealand,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.1,Annual
DK02,Zealand,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,4.9,Annual
DK02,Zealand,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,14.2,Annual
DK03,Southern Denmark,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.5,Annual
DK03,Southern Denmark,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,4.4,Annual
DK03,Southern Denmark,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,15.3,Annual
DK04,Central Denmark,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,8.6,Annual
DK04,Central Denmark,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,3.7,Annual
DK04,Central Denmark,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,13.8,Annual
DK05,Northern Denmark,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,8.8,Annual
DK05,Northern Denmark,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,3.2,Annual
DK05,Northern Denmark,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,14.6,Annual
EE00,Estonia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.1,Annual
EE00,Estonia,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,3.1,Annual
EE00,Estonia,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,14.0,Annual
EL30,Attica,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,12.9,Annual
EL30,Attica,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.2,Annual
EL30,Attica,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,22.3,Annual
EL41,North Aegean,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.2,Annual
EL41,North Aegean,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,3.0,Annual
EL41,North Aegean,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,20.9,Annual
EL42,South Aegean,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,12.1,Annual
EL42,South Aegean,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,2.0,Annual
EL42,South Aegean,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,24.8,Annual
EL43,Crete,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.9,Annual
EL43,Crete,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,1.6,Annual
EL43,Crete,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,25.6,Annual
EL51,"Eastern Macedonia, Thrace",Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.0,Annual
EL51,"Eastern Macedonia, Thrace",Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,2.5,Annual
EL51,"Eastern Macedonia, Thrace",Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,15.0,Annual
EL52,Central Macedonia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,10.6,Annual
EL52,Central Macedonia,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,5.6,Annual
EL52,Central Macedonia,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,17.4,Annual
EL53,Western Macedonia,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,8.8,Annual
EL53,Western Macedonia,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,8.8,Annual
EL53,Western Macedonia,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,14.4,Annual
EL54,Epirus,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.1,Annual
EL54,Epirus,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,2.8,Annual
EL54,Epirus,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,15.9,Annual
EL61,Thessaly,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.4,Annual
EL61,Thessaly,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,4.0,Annual
EL61,Thessaly,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,15.8,Annual
EL62,Ionian Islands,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,11.8,Annual
EL62,Ionian Islands,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,2.0,Annual
EL62,Ionian Islands,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,24.6,Annual
EL63,Western Greece,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.7,Annual
EL63,Western Greece,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,2.4,Annual
EL63,Western Greece,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,18.0,Annual
EL64,Central Greece,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.2,Annual
EL64,Central Greece,Nitrogen dioxide (NO2),Mean population-weighted exposure,Microgrammes per cubic metre,2023,4.6,Annual
EL64,Central Greece,Particulates (PM10),Mean population-weighted exposure,Microgrammes per cubic metre,2023,15.8,Annual
EL65,Peloponnese,Fine particulate matter (PM2.5),Mean population-weighted exposure,Microgrammes per cubic metre,2023,9.0,Annual
