Notes,Cancer Sites,Cancer Sites Code,Sex,Sex Code,Year,Year Code,age,age_code,Ethnicity,Ethnicity Code,Count,disease_id,disease_name,mcs_id,mcs_name,people_id,vs_id,country_id,country_name,country
,Lung and Bronchus,22030,Female,F,2002,2002.0,50-54 years,50-54,Non-Hispanic,2186-5,4749,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_female_non-hispanic,vstat_C0242379_US_PRI_50-54_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2002,2002.0,55-59 years,55-59,Hispanic,2135-2,260,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_female_hispanic,vstat_C0242379_US_PRI_55-59_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2002,2002.0,55-59 years,55-59,Non-Hispanic,2186-5,7596,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_female_non-hispanic,vstat_C0242379_US_PRI_55-59_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2002,2002.0,60-64 years ,60-64,Hispanic,2135-2,298,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_female_hispanic,vstat_C0242379_US_PRI_60-64_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2002,2002.0,60-64 years ,60-64,Non-Hispanic,2186-5,10141,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_female_non-hispanic,vstat_C0242379_US_PRI_60-64_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2002,2002.0,65-69 years,65-69,Hispanic,2135-2,381,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_female_hispanic,vstat_C0242379_US_PRI_65-69_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2002,2002.0,65-69 years,65-69,Non-Hispanic,2186-5,12423,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_female_non-hispanic,vstat_C0242379_US_PRI_65-69_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2002,2002.0,70-74 years,70-74,Hispanic,2135-2,454,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_female_hispanic,vstat_C0242379_US_PRI_70-74_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2002,2002.0,70-74 years,70-74,Non-Hispanic,2186-5,14902,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_female_non-hispanic,vstat_C0242379_US_PRI_70-74_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2002,2002.0,75-79 years,75-79,Hispanic,2135-2,385,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_female_hispanic,vstat_C0242379_US_PRI_75-79_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2002,2002.0,75-79 years,75-79,Non-Hispanic,2186-5,14406,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_female_non-hispanic,vstat_C0242379_US_PRI_75-79_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2002,2002.0,80-84 years,80-84,Hispanic,2135-2,239,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_female_hispanic,vstat_C0242379_US_PRI_80-84_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2002,2002.0,80-84 years,80-84,Non-Hispanic,2186-5,9889,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_female_non-hispanic,vstat_C0242379_US_PRI_80-84_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2002,2002.0,85+ years,85+,Hispanic,2135-2,184,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_female_hispanic,vstat_C0242379_US_PRI_85+_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2002,2002.0,85+ years,85+,Non-Hispanic,2186-5,6335,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_female_non-hispanic,vstat_C0242379_US_PRI_85+_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,20-24 years,20-24,Non-Hispanic,2186-5,22,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_20-24_female_non-hispanic,vstat_C0242379_US_PRI_20-24_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,25-29 years,25-29,Non-Hispanic,2186-5,43,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_25-29_female_non-hispanic,vstat_C0242379_US_PRI_25-29_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,30-34 years,30-34,Non-Hispanic,2186-5,128,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_female_non-hispanic,vstat_C0242379_US_PRI_30-34_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,35-39 years,35-39,Hispanic,2135-2,33,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_female_hispanic,vstat_C0242379_US_PRI_35-39_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,35-39 years,35-39,Non-Hispanic,2186-5,457,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_female_non-hispanic,vstat_C0242379_US_PRI_35-39_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,40-44 years,40-44,Hispanic,2135-2,64,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_female_hispanic,vstat_C0242379_US_PRI_40-44_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,40-44 years,40-44,Non-Hispanic,2186-5,1592,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_female_non-hispanic,vstat_C0242379_US_PRI_40-44_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,45-49 years,45-49,Hispanic,2135-2,122,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_female_hispanic,vstat_C0242379_US_PRI_45-49_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,45-49 years,45-49,Non-Hispanic,2186-5,3145,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_female_non-hispanic,vstat_C0242379_US_PRI_45-49_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,50-54 years,50-54,Hispanic,2135-2,181,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_female_hispanic,vstat_C0242379_US_PRI_50-54_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,50-54 years,50-54,Non-Hispanic,2186-5,4755,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_female_non-hispanic,vstat_C0242379_US_PRI_50-54_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,55-59 years,55-59,Hispanic,2135-2,283,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_female_hispanic,vstat_C0242379_US_PRI_55-59_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,55-59 years,55-59,Non-Hispanic,2186-5,7782,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_female_non-hispanic,vstat_C0242379_US_PRI_55-59_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,60-64 years ,60-64,Hispanic,2135-2,340,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_female_hispanic,vstat_C0242379_US_PRI_60-64_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,60-64 years ,60-64,Non-Hispanic,2186-5,10567,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_female_non-hispanic,vstat_C0242379_US_PRI_60-64_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,65-69 years,65-69,Hispanic,2135-2,389,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_female_hispanic,vstat_C0242379_US_PRI_65-69_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,65-69 years,65-69,Non-Hispanic,2186-5,13100,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_female_non-hispanic,vstat_C0242379_US_PRI_65-69_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,70-74 years,70-74,Hispanic,2135-2,443,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_female_hispanic,vstat_C0242379_US_PRI_70-74_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,70-74 years,70-74,Non-Hispanic,2186-5,15051,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_female_non-hispanic,vstat_C0242379_US_PRI_70-74_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,75-79 years,75-79,Hispanic,2135-2,452,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_female_hispanic,vstat_C0242379_US_PRI_75-79_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,75-79 years,75-79,Non-Hispanic,2186-5,14805,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_female_non-hispanic,vstat_C0242379_US_PRI_75-79_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,80-84 years,80-84,Hispanic,2135-2,270,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_female_hispanic,vstat_C0242379_US_PRI_80-84_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,80-84 years,80-84,Non-Hispanic,2186-5,10152,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_female_non-hispanic,vstat_C0242379_US_PRI_80-84_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,85+ years,85+,Hispanic,2135-2,207,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_female_hispanic,vstat_C0242379_US_PRI_85+_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2003,2003.0,85+ years,85+,Non-Hispanic,2186-5,6679,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_female_non-hispanic,vstat_C0242379_US_PRI_85+_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,20-24 years,20-24,Non-Hispanic,2186-5,24,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_20-24_female_non-hispanic,vstat_C0242379_US_PRI_20-24_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,25-29 years,25-29,Non-Hispanic,2186-5,46,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_25-29_female_non-hispanic,vstat_C0242379_US_PRI_25-29_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,30-34 years,30-34,Non-Hispanic,2186-5,116,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_30-34_female_non-hispanic,vstat_C0242379_US_PRI_30-34_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,35-39 years,35-39,Hispanic,2135-2,27,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_female_hispanic,vstat_C0242379_US_PRI_35-39_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,35-39 years,35-39,Non-Hispanic,2186-5,426,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_35-39_female_non-hispanic,vstat_C0242379_US_PRI_35-39_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,40-44 years,40-44,Hispanic,2135-2,74,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_female_hispanic,vstat_C0242379_US_PRI_40-44_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,40-44 years,40-44,Non-Hispanic,2186-5,1585,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_40-44_female_non-hispanic,vstat_C0242379_US_PRI_40-44_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,45-49 years,45-49,Hispanic,2135-2,144,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_female_hispanic,vstat_C0242379_US_PRI_45-49_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,45-49 years,45-49,Non-Hispanic,2186-5,3214,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_45-49_female_non-hispanic,vstat_C0242379_US_PRI_45-49_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,50-54 years,50-54,Hispanic,2135-2,197,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_female_hispanic,vstat_C0242379_US_PRI_50-54_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,50-54 years,50-54,Non-Hispanic,2186-5,4773,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_50-54_female_non-hispanic,vstat_C0242379_US_PRI_50-54_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,55-59 years,55-59,Hispanic,2135-2,270,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_female_hispanic,vstat_C0242379_US_PRI_55-59_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,55-59 years,55-59,Non-Hispanic,2186-5,7784,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_55-59_female_non-hispanic,vstat_C0242379_US_PRI_55-59_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,60-64 years ,60-64,Hispanic,2135-2,352,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_female_hispanic,vstat_C0242379_US_PRI_60-64_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,60-64 years ,60-64,Non-Hispanic,2186-5,10933,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_60-64_female_non-hispanic,vstat_C0242379_US_PRI_60-64_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,65-69 years,65-69,Hispanic,2135-2,409,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_female_hispanic,vstat_C0242379_US_PRI_65-69_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,65-69 years,65-69,Non-Hispanic,2186-5,13310,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_65-69_female_non-hispanic,vstat_C0242379_US_PRI_65-69_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,70-74 years,70-74,Hispanic,2135-2,481,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_female_hispanic,vstat_C0242379_US_PRI_70-74_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,70-74 years,70-74,Non-Hispanic,2186-5,14850,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_70-74_female_non-hispanic,vstat_C0242379_US_PRI_70-74_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,75-79 years,75-79,Hispanic,2135-2,441,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_female_hispanic,vstat_C0242379_US_PRI_75-79_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,75-79 years,75-79,Non-Hispanic,2186-5,14801,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_75-79_female_non-hispanic,vstat_C0242379_US_PRI_75-79_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,80-84 years,80-84,Hispanic,2135-2,322,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_female_hispanic,vstat_C0242379_US_PRI_80-84_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,80-84 years,80-84,Non-Hispanic,2186-5,10577,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_80-84_female_non-hispanic,vstat_C0242379_US_PRI_80-84_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,85+ years,85+,Hispanic,2135-2,245,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_female_hispanic,vstat_C0242379_US_PRI_85+_female_hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
,Lung and Bronchus,22030,Female,F,2004,2004.0,85+ years,85+,Non-Hispanic,2186-5,6949,C0242379,Malignant neoplasm of lung,C1513750,Multiple Cancer Sites,people_85+_female_non-hispanic,vstat_C0242379_US_PRI_85+_female_non-hispanic,US_PRI,United States and Puerto Rico,United States and Puerto Rico
